nodeName	altName	nodeAttr.nodesPresent...
ACSF2	ACSF2	NA
GPRASP1	GPRASP1	NA
UBXN1	UBXN1	NA
ZNF512B	ZNF512B	NA
FAM208B	FAM208B	NA
MRTO4	MRTO4	NA
ACTL6A	ACTL6A	NA
OTUD7A	OTUD7A	NA
ARPP21	ARPP21	NA
GRIA4	GRIA4	NA
PCDH19	PCDH19	NA
RSPH9	RSPH9	NA
SLC8A3	SLC8A3	NA
NXPH1	NXPH1	NA
LAMA2	LAMA2	NA
STX2	STX2	NA
HIP1	HIP1	NA
CSTB	CSTB	NA
ASIC1	ASIC1	NA
WDR6	WDR6	NA
DNM3	DNM3	NA
TMEM11	TMEM11	NA
CBLB	CBLB	NA
PGR	PGR	NA
CMTM5	CMTM5	NA
SBK1	SBK1	NA
NSMAF	NSMAF	NA
DOCK10	DOCK10	NA
VPS13D	VPS13D	NA
TNFAIP8L3	TNFAIP8L3	NA
MYO10	MYO10	NA
RELL1	RELL1	NA
CADM1	CADM1	NA
RGS14	RGS14	NA
RASA1	RASA1	NA
BCL6	BCL6	NA
BTBD8	BTBD8	NA
ANKRD13A	ANKRD13A	NA
UBR1	UBR1	NA
NAA25	NAA25	NA
LLGL1	LLGL1	NA
ANXA5	ANXA5	NA
EML5	EML5	NA
NECAP2	NECAP2	NA
SHF	SHF	NA
TLDC1	TLDC1	NA
SAMD14	SAMD14	NA
SNRPB2	SNRPB2	NA
CDS1	CDS1	NA
CXXC4	CXXC4	NA
XPO4	XPO4	NA
SRGAP1	SRGAP1	NA
KAZN	KAZN	NA
SPPL2B	SPPL2B	NA
MT-ND5	MT-ND5	NA
HEG1	HEG1	NA
ZMAT1	ZMAT1	NA
UHRF1BP1	UHRF1BP1	NA
ATP13A4	ATP13A4	NA
TRANK1	TRANK1	NA
CWF19L2	CWF19L2	NA
PALMD	PALMD	NA
KCNK9	KCNK9	NA
PLEKHH2	PLEKHH2	NA
ZBTB7B	ZBTB7B	NA
MED12	MED12	NA
ARHGAP31	ARHGAP31	NA
CTPS1	CTPS1	NA
PPP1R16B	PPP1R16B	NA
DCBLD2	DCBLD2	NA
ZNF678	ZNF678	NA
ZNF682	ZNF682	NA
ZNF695	ZNF695	NA
ZNF85	ZNF85	NA
ZNF681	ZNF681	NA
ZNF724	ZNF724	NA
ZGPAT	ZGPAT	NA
FAH	FAH	NA
SLC2A8	SLC2A8	NA
TDG	TDG	NA
TENM3	TENM3	NA
ALDH1L1	ALDH1L1	NA
SSTR3	SSTR3	NA
ANO4	ANO4	NA
DNM2	DNM2	NA
FGD6	FGD6	NA
FRMD5	FRMD5	NA
RPL10A	RPL10A	NA
SGSM1	SGSM1	NA
RTEL1-TNFRSF6B	RTEL1-TNFRSF6B	NA
RTEL1	RTEL1	NA
SLC25A1	SLC25A1	NA
CACNG3	CACNG3	NA
CAMSAP2	CAMSAP2	NA
CX3CR1	CX3CR1	NA
INTS8	INTS8	NA
RWDD1	RWDD1	NA
CYCS	CYCS	NA
NDUFS5	NDUFS5	NA
MSRB2	MSRB2	NA
MRPS14	MRPS14	NA
BTBD3	BTBD3	NA
CASKIN2	CASKIN2	NA
GPLD1	GPLD1	NA
ZNF711	ZNF711	NA
RPL19	RPL19	NA
KCNC4	KCNC4	NA
LAMTOR2	LAMTOR2	NA
APOE	APOE	NA
PDE1A	PDE1A	NA
GPC5	GPC5	NA
PRKAB2	PRKAB2	NA
THAP2	THAP2	NA
KIF16B	KIF16B	NA
PUS7	PUS7	NA
CHRFAM7A	CHRFAM7A	NA
CHRNA7	CHRNA7	NA
RPSA	RPSA	NA
BACH1	BACH1	NA
MDN1	MDN1	NA
TMEM14A	TMEM14A	NA
TMEM74	TMEM74	NA
CADM2	CADM2	NA
LARP6	LARP6	NA
MCEE	MCEE	NA
SKIDA1	SKIDA1	NA
CYB561	CYB561	NA
ERC1	ERC1	NA
GPS2	GPS2	NA
SH3BGRL	SH3BGRL	NA
ARHGAP32	ARHGAP32	NA
SIPA1L2	SIPA1L2	NA
DCAF4	DCAF4	NA
DCAF4L2	DCAF4L2	NA
RPLP2	RPLP2	NA
ZFAND1	ZFAND1	NA
HSPE1	HSPE1	NA
FAM210B	FAM210B	NA
SH3D19	SH3D19	NA
BTBD1	BTBD1	NA
IMPDH2	IMPDH2	NA
COTL1	COTL1	NA
LIMD1	LIMD1	NA
CAMK1D	CAMK1D	NA
LBH	LBH	NA
INHA	INHA	NA
TBCCD1	TBCCD1	NA
HSPA8	HSPA8	NA
SETBP1	SETBP1	NA
RASGRF1	RASGRF1	NA
TMEM130	TMEM130	NA
PPP1R12B	PPP1R12B	NA
PTPDC1	PTPDC1	NA
MTCL1	MTCL1	NA
TIMM8B	TIMM8B	NA
RPL21	RPL21	NA
UBL5	UBL5	NA
NR3C2	NR3C2	NA
NWD1	NWD1	NA
ZFPM2	ZFPM2	NA
SYT14	SYT14	NA
SLC6A7	SLC6A7	NA
UBR4	UBR4	NA
RPL23	RPL23	NA
CXADR	CXADR	NA
ATP5F1E	ATP5F1E	NA
POLRMT	POLRMT	NA
CSMD3	CSMD3	NA
CCDC66	CCDC66	NA
ZNF608	ZNF608	NA
TSEN34	TSEN34	NA
SLC25A37	SLC25A37	NA
PIGP	PIGP	NA
PCGF5	PCGF5	NA
PTPRT	PTPRT	NA
MOSPD2	MOSPD2	NA
NDUFS8	NDUFS8	NA
SLC22A4	SLC22A4	NA
ABLIM3	ABLIM3	NA
RGS2	RGS2	NA
G2E3	G2E3	NA
KIAA1211L	KIAA1211L	NA
DHX33	DHX33	NA
MEGF10	MEGF10	NA
IFFO1	IFFO1	NA
TBC1D23	TBC1D23	NA
ABCA3	ABCA3	NA
RRAS2	RRAS2	NA
MYO1D	MYO1D	NA
SLC38A6	SLC38A6	NA
LRP10	LRP10	NA
SNRNP70	SNRNP70	NA
PREX2	PREX2	NA
PANK3	PANK3	NA
DRAM2	DRAM2	NA
ITGA6	ITGA6	NA
CDK5RAP2	CDK5RAP2	NA
DOC2B	DOC2B	NA
DENND5B	DENND5B	NA
RPS6KA5	RPS6KA5	NA
ADAMTS20	ADAMTS20	NA
SH3BP5	SH3BP5	NA
TMEM132A	TMEM132A	NA
ADAR	ADAR	NA
ZNF623	ZNF623	NA
TFPT	TFPT	NA
NPC2	NPC2	NA
ALAD	ALAD	NA
SH3BGRL3	SH3BGRL3	NA
MIDN	MIDN	NA
MYORG	MYORG	NA
LAMTOR5	LAMTOR5	NA
GALNT17	GALNT17	NA
KLF12	KLF12	NA
FAM174A	FAM174A	NA
TAF13	TAF13	NA
CAMK1	CAMK1	NA
DTD1	DTD1	NA
KIF13A	KIF13A	NA
SMG1	SMG1	NA
APOO	APOO	NA
NAV1	NAV1	NA
RIT2	RIT2	NA
GRB14	GRB14	NA
TMEM47	TMEM47	NA
STAMBPL1	STAMBPL1	NA
COX7A2	COX7A2	NA
NAXE	NAXE	NA
KLHL34	KLHL34	NA
PANX1	PANX1	NA
UQCC2	UQCC2	NA
NHP2	NHP2	NA
TNIP2	TNIP2	NA
EML1	EML1	NA
LGI3	LGI3	NA
NDUFA5	NDUFA5	NA
ATP2B3	ATP2B3	NA
LARP7	LARP7	NA
SYT17	SYT17	NA
FKBP2	FKBP2	NA
CLDN12	CLDN12	NA
MGST3	MGST3	NA
ZNF487	ZNF487	NA
ZNF778	ZNF778	NA
S100A16	S100A16	NA
KCNJ9	KCNJ9	NA
SUPT4H1	SUPT4H1	NA
MAN2B1	MAN2B1	NA
ARHGAP39	ARHGAP39	NA
DGKG	DGKG	NA
SLC20A1	SLC20A1	NA
RCOR3	RCOR3	NA
STXBP3	STXBP3	NA
MTF2	MTF2	NA
PDGFRA	PDGFRA	NA
NUFIP2	NUFIP2	NA
NUAK1	NUAK1	NA
SLAIN1	SLAIN1	NA
FAM19A2	FAM19A2	NA
TYSND1	TYSND1	NA
MYCL	MYCL	NA
PRKAR2B	PRKAR2B	NA
