"","CellType_Vs_Others","MsGene"
"OPRL1","PreOligoByothersCuffdiff2FCover20","Oprl1"
"ORAI2","MicrogliByothersCuffdiff2FCover20","Orai2"
"OSBPL1A","MyeOligoByothersCuffdiff2FCover20","Osbpl1a"
"OSBPL9","MicrogliByothersCuffdiff2FCover20","Osbpl9"
"OSGIN1","MicrogliByothersCuffdiff2FCover20","Osgin1"
"OSM","MicrogliByothersCuffdiff2FCover20","Osm"
"OSMR","EndotheByothersCuffdiff2FCover20","Osmr"
"OTX1","AstroByothersCuffdiff2FCover20","Otx1"
"OXNAD1","AstroByothersCuffdiff2FCover20","Oxnad1"
"OXTR","NeuronByothersCuffdiff2FCover20","Oxtr"
"P2RX1","MicrogliByothersCuffdiff2FCover20","P2rx1"
"P2RX5-TAX1BP3","NeuronByothersCuffdiff2FCover20","P2rx5"
"P2RX5","NeuronByothersCuffdiff2FCover20","P2rx5"
"P2RX6","AstroByothersCuffdiff2FCover20","P2rx6"
"P2RX7","MicrogliByothersCuffdiff2FCover20","P2rx7"
"P2RY12","MicrogliByothersCuffdiff2FCover20","P2ry12"
"P2RY13","MicrogliByothersCuffdiff2FCover20","P2ry13"
"P2RY14","EndotheByothersCuffdiff2FCover20","P2ry14"
"P2RY2","MicrogliByothersCuffdiff2FCover20","P2ry2"
"P2RY6","MicrogliByothersCuffdiff2FCover20","P2ry6"
"P3H1","MicrogliByothersCuffdiff2FCover20","P3h1"
"P3H2","MicrogliByothersCuffdiff2FCover20","P3h2"
"P4HA2","AstroByothersCuffdiff2FCover20","P4ha2"
"P4HA3","AstroByothersCuffdiff2FCover20","P4ha3"
"PABPN1","AstroByothersCuffdiff2FCover20","Pabpn1"
"PACSIN2","MicrogliByothersCuffdiff2FCover20","Pacsin2"
"PACSIN3","AstroByothersCuffdiff2FCover20","Pacsin3"
"PAFAH1B2","MyeOligoByothersCuffdiff2FCover20","Pafah1b2"
"PAG1","MicrogliByothersCuffdiff2FCover20","Pag1"
"PAK3","NeuronByothersCuffdiff2FCover20","Pak3"
"BUB1B-PAK6","NeuronByothersCuffdiff2FCover20","Pak6"
"PAK6","NeuronByothersCuffdiff2FCover20","Pak6"
"PALLD","AstroByothersCuffdiff2FCover20","Palld"
"PALM","EndotheByothersCuffdiff2FCover20","Palm"
"PALMD","NeuronByothersCuffdiff2FCover20","Palmd"
"PAM","NeuronByothersCuffdiff2FCover20","Pam"
"PAMR1","AstroByothersCuffdiff2FCover20","Pamr1"
"PAN2","MicrogliByothersCuffdiff2FCover20","Pan2"
"PAOX","MicrogliByothersCuffdiff2FCover20","Paox"
"PAQR5","EndotheByothersCuffdiff2FCover20","Paqr5"
"PAQR6","AstroByothersCuffdiff2FCover20","Paqr6"
"PAQR7","AstroByothersCuffdiff2FCover20","Paqr7"
"PARG","PreOligoByothersCuffdiff2FCover20","Parg"
"PARP1","NewOligoByothersCuffdiff2FCover20","Parp1"
"PARP10","MicrogliByothersCuffdiff2FCover20","Parp10"
"PARP2","NewOligoByothersCuffdiff2FCover20","Parp2"
"PARP3","AstroByothersCuffdiff2FCover20","Parp3"
"PARP6","NeuronByothersCuffdiff2FCover20","Parp6"
"PARVA","EndotheByothersCuffdiff2FCover20","Parva"
"PARVG","MicrogliByothersCuffdiff2FCover20","Parvg"
"PAX4","AstroByothersCuffdiff2FCover20","Pax4"
"PAX6","AstroByothersCuffdiff2FCover20","Pax6"
"PBRM1","AstroByothersCuffdiff2FCover20","Pbrm1"
"PBX3","MicrogliByothersCuffdiff2FCover20","Pbx3"
"PBXIP1","MicrogliByothersCuffdiff2FCover20","Pbxip1"
"PCBD1","MicrogliByothersCuffdiff2FCover20","Pcbd1"
"PCBP3","NeuronByothersCuffdiff2FCover20","Pcbp3"
"PCBP4","NeuronByothersCuffdiff2FCover20","Pcbp4"
"PCDH1","EndotheByothersCuffdiff2FCover20","Pcdh1"
"PCDH12","EndotheByothersCuffdiff2FCover20","Pcdh12"
"PCDH15","PreOligoByothersCuffdiff2FCover20","Pcdh15"
"PCDHA1","NeuronByothersCuffdiff2FCover20","Pcdha1"
"PCDHA4","NeuronByothersCuffdiff2FCover20","Pcdha11"
"PCDHA11","NeuronByothersCuffdiff2FCover20","Pcdha11"
"PCDHA8","NeuronByothersCuffdiff2FCover20","Pcdha6"
"PCDHA6","NeuronByothersCuffdiff2FCover20","Pcdha6"
"PCDHGB2","MicrogliByothersCuffdiff2FCover20","Pcdhgb2"
"PCGF1","MyeOligoByothersCuffdiff2FCover20","Pcgf1"
"PCLO","NeuronByothersCuffdiff2FCover20","Pclo"
"PCMTD1","NewOligoByothersCuffdiff2FCover20","Pcmtd1"
"PCNX2","MicrogliByothersCuffdiff2FCover20","Pcnx2"
"PCSK1","NeuronByothersCuffdiff2FCover20","Pcsk1"
"PCSK7","MyeOligoByothersCuffdiff2FCover20","Pcsk7"
"PCTP","MicrogliByothersCuffdiff2FCover20","Pctp"
"PDCD1","MicrogliByothersCuffdiff2FCover20","Pdcd1"
"PDCD10","EndotheByothersCuffdiff2FCover20","Pdcd10"
"PDCD1LG2","NeuronByothersCuffdiff2FCover20","Pdcd1lg2"
"PDE1A","NeuronByothersCuffdiff2FCover20","Pde1a"
"PDE1C","MyeOligoByothersCuffdiff2FCover20","Pde1c"
"PDE4D","NewOligoByothersCuffdiff2FCover20","Pde4d"
"PDE5A","EndotheByothersCuffdiff2FCover20","Pde5a"
"PDE7B","MicrogliByothersCuffdiff2FCover20","Pde7b"
"PDE8A","EndotheByothersCuffdiff2FCover20","Pde8a"
"PDE9A","AstroByothersCuffdiff2FCover20","Pde9a"
"PDGFB","MicrogliByothersCuffdiff2FCover20","Pdgfb"
"PDGFD","EndotheByothersCuffdiff2FCover20","Pdgfd"
"PDGFRA","PreOligoByothersCuffdiff2FCover20","Pdgfra"
"PDLIM2","MyeOligoByothersCuffdiff2FCover20","Pdlim2"
"PDLIM5","AstroByothersCuffdiff2FCover20","Pdlim5"
"PDLIM7","EndotheByothersCuffdiff2FCover20","Pdlim7"
"PDSS2","MyeOligoByothersCuffdiff2FCover20","Pdss2"
"PDXDC1","EndotheByothersCuffdiff2FCover20","Pdxdc1"
"PDZD2","NeuronByothersCuffdiff2FCover20","Pdzd2"
"PDZK1IP1","MicrogliByothersCuffdiff2FCover20","Pdzk1ip1"
"PEAR1","EndotheByothersCuffdiff2FCover20","Pear1"
"PECAM1","EndotheByothersCuffdiff2FCover20","Pecam1"
"PEG3","NeuronByothersCuffdiff2FCover20","Peg3"
"PELI3","NeuronByothersCuffdiff2FCover20","Peli3"
"PENK","NeuronByothersCuffdiff2FCover20","Penk"
"PEPD","MicrogliByothersCuffdiff2FCover20","Pepd"
"PER1","MicrogliByothersCuffdiff2FCover20","Per1"
"PEX5L","MyeOligoByothersCuffdiff2FCover20","Pex5l"
"PFKFB4","MicrogliByothersCuffdiff2FCover20","Pfkfb4"
"PFKM","NeuronByothersCuffdiff2FCover20","Pfkm"
"PFKP","EndotheByothersCuffdiff2FCover20","Pfkp"
"PGAP2","NeuronByothersCuffdiff2FCover20","Pgap2"
"PGK1","MyeOligoByothersCuffdiff2FCover20","Pgk1"
"PGLYRP1","EndotheByothersCuffdiff2FCover20","Pglyrp1"
"PGM5","EndotheByothersCuffdiff2FCover20","Pgm5"
"PHACTR1","MyeOligoByothersCuffdiff2FCover20","Phactr1"
"PHC1","NeuronByothersCuffdiff2FCover20","Phc1"
"PHC2","MyeOligoByothersCuffdiff2FCover20","Phc2"
"PHF10","MicrogliByothersCuffdiff2FCover20","Phf10"
"PHF11","MicrogliByothersCuffdiff2FCover20","Phf11b"
"PHF21A","NeuronByothersCuffdiff2FCover20","Phf21a"
"PHF24","NeuronByothersCuffdiff2FCover20","Phf24"
"PHF7","PreOligoByothersCuffdiff2FCover20","Phf7"
"PHKG1","AstroByothersCuffdiff2FCover20","Phkg1"
"PHLDB1","NeuronByothersCuffdiff2FCover20","Phldb1"
"PHOSPHO2","MicrogliByothersCuffdiff2FCover20","Phospho2"
"PHYHD1","AstroByothersCuffdiff2FCover20","Phyhd1"
"PIFO","AstroByothersCuffdiff2FCover20","Pifo"
"PIGN","MicrogliByothersCuffdiff2FCover20","Pign"
"PIK3AP1","MicrogliByothersCuffdiff2FCover20","Pik3ap1"
"PIK3CD","MicrogliByothersCuffdiff2FCover20","Pik3cd"
"PIK3CG","MicrogliByothersCuffdiff2FCover20","Pik3cg"
"PIK3R5","MicrogliByothersCuffdiff2FCover20","Pik3r5"
"PIM3","NewOligoByothersCuffdiff2FCover20","Pim3"
"PINK1","EndotheByothersCuffdiff2FCover20","Pink1"
"PIP5K1A","MicrogliByothersCuffdiff2FCover20","Pip5k1a"
"PIP5K1B","MyeOligoByothersCuffdiff2FCover20","Pip5k1b"
"PIP5K1C","MicrogliByothersCuffdiff2FCover20","Pip5k1c"
"PIPOX","AstroByothersCuffdiff2FCover20","Pipox"
"LILRA4","MicrogliByothersCuffdiff2FCover20","Pirb"
"PITPNM3","MicrogliByothersCuffdiff2FCover20","Pitpnm3"
"PKD1","MicrogliByothersCuffdiff2FCover20","Pkd1"
"PKD2L1","MyeOligoByothersCuffdiff2FCover20","Pkd2l1"
"PKIB","NeuronByothersCuffdiff2FCover20","Pkib"
"PKIG","MicrogliByothersCuffdiff2FCover20","Pkig"
"PKN3","EndotheByothersCuffdiff2FCover20","Pkn3"
"PLA1A","EndotheByothersCuffdiff2FCover20","Pla1a"
"PLA2G15","MicrogliByothersCuffdiff2FCover20","Pla2g15"
"PLA2G2D","MicrogliByothersCuffdiff2FCover20","Pla2g2d"
"PLA2G2F","EndotheByothersCuffdiff2FCover20","Pla2g2f"
"PLA2G3","AstroByothersCuffdiff2FCover20","Pla2g3"
"PLA2G4A","MicrogliByothersCuffdiff2FCover20","Pla2g4a"
"PLA2G4D","MicrogliByothersCuffdiff2FCover20","Pla2g4d"
"PLA2G4E","NeuronByothersCuffdiff2FCover20","Pla2g4e"
"PLA2G6","EndotheByothersCuffdiff2FCover20","Pla2g6"
"PLAC8","MicrogliByothersCuffdiff2FCover20","Plac8"
"PLAGL1","AstroByothersCuffdiff2FCover20","Plagl1"
"PLAU","MicrogliByothersCuffdiff2FCover20","Plau"
"PLAUR","MicrogliByothersCuffdiff2FCover20","Plaur"
"PLBD1","MicrogliByothersCuffdiff2FCover20","Plbd1"
"PLCB1","NeuronByothersCuffdiff2FCover20","Plcb1"
"PLCB2","MicrogliByothersCuffdiff2FCover20","Plcb2"
"PLCD1","MicrogliByothersCuffdiff2FCover20","Plcd1"
"PLCD4","AstroByothersCuffdiff2FCover20","Plcd4"
"PLCG2","MicrogliByothersCuffdiff2FCover20","Plcg2"
"PLCH1","AstroByothersCuffdiff2FCover20","Plch1"
"PLCH2","NeuronByothersCuffdiff2FCover20","Plch2"
"PLCXD3","NeuronByothersCuffdiff2FCover20","Plcxd3"
"PLD3","MicrogliByothersCuffdiff2FCover20","Pld3"
"PLD4","MicrogliByothersCuffdiff2FCover20","Pld4"
"PLEC","NeuronByothersCuffdiff2FCover20","Plec"
"PLEK","MicrogliByothersCuffdiff2FCover20","Plek"
"PLEK2","NeuronByothersCuffdiff2FCover20","Plek2"
"PLEKHA5","NeuronByothersCuffdiff2FCover20","Plekha5"
"PLEKHA7","NeuronByothersCuffdiff2FCover20","Plekha7"
"PLEKHB1","MyeOligoByothersCuffdiff2FCover20","Plekhb1"
"PLEKHG5","MicrogliByothersCuffdiff2FCover20","Plekhg5"
"PLEKHH1","MyeOligoByothersCuffdiff2FCover20","Plekhh1"
"PLEKHM2","MicrogliByothersCuffdiff2FCover20","Plekhm2"
"PLEKHM3","MicrogliByothersCuffdiff2FCover20","Plekhm3"
"PLEKHO1","MicrogliByothersCuffdiff2FCover20","Plekho1"
"PLEKHO2","MicrogliByothersCuffdiff2FCover20","Plekho2"
"PLGRKT","MicrogliByothersCuffdiff2FCover20","Plgrkt"
"PLK2","EndotheByothersCuffdiff2FCover20","Plk2"
"PLK3","MicrogliByothersCuffdiff2FCover20","Plk3"
"PLOD1","MicrogliByothersCuffdiff2FCover20","Plod1"
"PLPP4","PreOligoByothersCuffdiff2FCover20","Plpp4"
"PLPPR3","NeuronByothersCuffdiff2FCover20","Plppr3"
"PLPPR4","NeuronByothersCuffdiff2FCover20","Plppr4"
"PLRG1","MicrogliByothersCuffdiff2FCover20","Plrg1"
"PLS1","AstroByothersCuffdiff2FCover20","Pls1"
"PLS3","NeuronByothersCuffdiff2FCover20","Pls3"
"PLTP","EndotheByothersCuffdiff2FCover20","Pltp"
"PLXDC2","MicrogliByothersCuffdiff2FCover20","Plxdc2"
"PLXNB2","MicrogliByothersCuffdiff2FCover20","Plxnb2"
"PM20D1","AstroByothersCuffdiff2FCover20","Pm20d1"
"PML","MicrogliByothersCuffdiff2FCover20","Pml"
"PMM1","AstroByothersCuffdiff2FCover20","Pmm1"
"PMP22","MicrogliByothersCuffdiff2FCover20","Pmp22"
"PMPCB","AstroByothersCuffdiff2FCover20","Pmpcb"
"PNCK","NeuronByothersCuffdiff2FCover20","Pnck"
"PNISR","AstroByothersCuffdiff2FCover20","Pnisr"
"PNOC","NeuronByothersCuffdiff2FCover20","Pnoc"
"PNPLA7","MicrogliByothersCuffdiff2FCover20","Pnpla7"
"PNRC1","EndotheByothersCuffdiff2FCover20","Pnrc1"
"POC1A","MyeOligoByothersCuffdiff2FCover20","Poc1a"
"PODXL","EndotheByothersCuffdiff2FCover20","Podxl"
"PODXL2","NeuronByothersCuffdiff2FCover20","Podxl2"
"POFUT1","EndotheByothersCuffdiff2FCover20","Pofut1"
"POLR2I","MyeOligoByothersCuffdiff2FCover20","Polr2i"
"POMGNT1","NewOligoByothersCuffdiff2FCover20","Pomgnt1"
"PON3","AstroByothersCuffdiff2FCover20","Pon3"
"POSTN","PreOligoByothersCuffdiff2FCover20","Postn"
"POU2AF1","EndotheByothersCuffdiff2FCover20","Pou2af1"
"POU2F1","MicrogliByothersCuffdiff2FCover20","Pou2f1"
"POU2F2","MicrogliByothersCuffdiff2FCover20","Pou2f2"
"POU6F2","NeuronByothersCuffdiff2FCover20","Pou6f2"
"PPARA","AstroByothersCuffdiff2FCover20","Ppara"
"PPARD","EndotheByothersCuffdiff2FCover20","Ppard"
"PPARGC1A","NeuronByothersCuffdiff2FCover20","Ppargc1a"
"PPCDC","MicrogliByothersCuffdiff2FCover20","Ppcdc"
"PPEF1","EndotheByothersCuffdiff2FCover20","Ppef1"
"PPFIA1","NeuronByothersCuffdiff2FCover20","Ppfia1"
"PPFIA3","MicrogliByothersCuffdiff2FCover20","Ppfia3"
"PPFIA4","NeuronByothersCuffdiff2FCover20","Ppfia4"
"PPIC","EndotheByothersCuffdiff2FCover20","Ppic"
"PPM1G","MyeOligoByothersCuffdiff2FCover20","Ppm1g"
"PPM1J","EndotheByothersCuffdiff2FCover20","Ppm1j"
"PPME1","MyeOligoByothersCuffdiff2FCover20","Ppme1"
"PPOX","AstroByothersCuffdiff2FCover20","Ppox"
"PPP1CC","EndotheByothersCuffdiff2FCover20","Ppp1cc"
"PPP1R10","AstroByothersCuffdiff2FCover20","Ppp1r10"
"PPP1R13B","NeuronByothersCuffdiff2FCover20","Ppp1r13b"
"PPP1R14A","MyeOligoByothersCuffdiff2FCover20","Ppp1r14a"
"PPP1R15A","MicrogliByothersCuffdiff2FCover20","Ppp1r15a"
"PPP1R16B","MyeOligoByothersCuffdiff2FCover20","Ppp1r16b"
"PPP1R18","MicrogliByothersCuffdiff2FCover20","Ppp1r18"
"PPP1R32","AstroByothersCuffdiff2FCover20","Ppp1r32"
"PPP1R3B","MicrogliByothersCuffdiff2FCover20","Ppp1r3b"
"PPP1R3C","AstroByothersCuffdiff2FCover20","Ppp1r3c"
"PPP1R3E","MyeOligoByothersCuffdiff2FCover20","Ppp1r3e"
"PPP1R3G","AstroByothersCuffdiff2FCover20","Ppp1r3g"
"PPP4R4","PreOligoByothersCuffdiff2FCover20","Ppp4r4"
"PPP5C","MicrogliByothersCuffdiff2FCover20","Ppp5c"
"PPP6C","EndotheByothersCuffdiff2FCover20","Ppp6c"
"PPT2","PreOligoByothersCuffdiff2FCover20","Ppt2"
"PQLC1","EndotheByothersCuffdiff2FCover20","Pqlc1"
"PRDM16","AstroByothersCuffdiff2FCover20","Prdm16"
"PREX1","MyeOligoByothersCuffdiff2FCover20","Prex1"
"PRG2","MicrogliByothersCuffdiff2FCover20","Prg2"
"PRIM1","MyeOligoByothersCuffdiff2FCover20","Prim1"
"PRKAB1","EndotheByothersCuffdiff2FCover20","Prkab1"
"PRKAR1A","NeuronByothersCuffdiff2FCover20","Prkar1a"
"PRKAR1B","NeuronByothersCuffdiff2FCover20","Prkar1b"
"PRKAR2B","PreOligoByothersCuffdiff2FCover20","Prkar2b"
"PRKCD","MicrogliByothersCuffdiff2FCover20","Prkcd"
"PRKCG","NeuronByothersCuffdiff2FCover20","Prkcg"
"PRKCH","MicrogliByothersCuffdiff2FCover20","Prkch"
"PRKCI","AstroByothersCuffdiff2FCover20","Prkci"
"PRKCQ","MyeOligoByothersCuffdiff2FCover20","Prkcq"
"PRKCZ","NeuronByothersCuffdiff2FCover20","Prkcz"
"PRKD2","EndotheByothersCuffdiff2FCover20","Prkd2"
"PRKG2","PreOligoByothersCuffdiff2FCover20","Prkg2"
"PRLHR","NeuronByothersCuffdiff2FCover20","Prlhr"
"PRMT9","MyeOligoByothersCuffdiff2FCover20","Prmt9"
"PRND","EndotheByothersCuffdiff2FCover20","Prnd"
"PROB1","NewOligoByothersCuffdiff2FCover20","Prob1"
"PROCR","EndotheByothersCuffdiff2FCover20","Procr"
"PRODH","AstroByothersCuffdiff2FCover20","Prodh"
"PROKR2","NeuronByothersCuffdiff2FCover20","Prokr2"
"PROM1","EndotheByothersCuffdiff2FCover20","Prom1"
"PROP1","EndotheByothersCuffdiff2FCover20","Prop1"
"PROSER2","EndotheByothersCuffdiff2FCover20","Proser2"
"PRPF19","NewOligoByothersCuffdiff2FCover20","Prpf19"
"PRPF3","MicrogliByothersCuffdiff2FCover20","Prpf3"
"PRR18","MyeOligoByothersCuffdiff2FCover20","Prr18"
"PRR5L","MyeOligoByothersCuffdiff2FCover20","Prr5l"
"PRRC2C","NeuronByothersCuffdiff2FCover20","Prrc2c"
"PRRG1","MyeOligoByothersCuffdiff2FCover20","Prrg1"
"PRRG2","EndotheByothersCuffdiff2FCover20","Prrg2"
"PRRT2","NeuronByothersCuffdiff2FCover20","Prrt2"
"PRRX2","AstroByothersCuffdiff2FCover20","Prrx2"
"PRSS23","EndotheByothersCuffdiff2FCover20","Prss23"
"PRSS56","AstroByothersCuffdiff2FCover20","Prss56"
"PRTN3","NeuronByothersCuffdiff2FCover20","Prtn3"
"PRUNE2","NeuronByothersCuffdiff2FCover20","Prune2"
"PSAP","MicrogliByothersCuffdiff2FCover20","Psap"
"PSD","NeuronByothersCuffdiff2FCover20","Psd"
"PSD2","NeuronByothersCuffdiff2FCover20","Psd2"
"PSD3","AstroByothersCuffdiff2FCover20","Psd3"
"PSD4","MicrogliByothersCuffdiff2FCover20","Psd4"
"PSEN2","NeuronByothersCuffdiff2FCover20","Psen2"
"PSMB8","MicrogliByothersCuffdiff2FCover20","Psmb8"
"PSMB9","MicrogliByothersCuffdiff2FCover20","Psmb9"
"PSMD13","MyeOligoByothersCuffdiff2FCover20","Psmd13"
"PSMD8","MicrogliByothersCuffdiff2FCover20","Psmd8"
"PSORS1C2","EndotheByothersCuffdiff2FCover20","Psors1c2"
"PTAFR","MicrogliByothersCuffdiff2FCover20","Ptafr"
"PTBP1","MyeOligoByothersCuffdiff2FCover20","Ptbp1"
"PTBP3","MicrogliByothersCuffdiff2FCover20","Ptbp3"
"PTCH2","AstroByothersCuffdiff2FCover20","Ptch2"
"PTDSS2","NewOligoByothersCuffdiff2FCover20","Ptdss2"
"PTGDS","MyeOligoByothersCuffdiff2FCover20","Ptgds"
"PTGER3","NeuronByothersCuffdiff2FCover20","Ptger3"
"PTGER4","MicrogliByothersCuffdiff2FCover20","Ptger4"
"PTGES","MicrogliByothersCuffdiff2FCover20","Ptges"
"PTGIS","EndotheByothersCuffdiff2FCover20","Ptgis"
"PTGR2","MicrogliByothersCuffdiff2FCover20","Ptgr2"
"PTGS1","MicrogliByothersCuffdiff2FCover20","Ptgs1"
"PTH2R","NeuronByothersCuffdiff2FCover20","Pth2r"
"PTK2B","MicrogliByothersCuffdiff2FCover20","Ptk2b"
"PTPN14","EndotheByothersCuffdiff2FCover20","Ptpn14"
"PTPN18","MicrogliByothersCuffdiff2FCover20","Ptpn18"
"PTPN2","MicrogliByothersCuffdiff2FCover20","Ptpn2"
"PTPN6","MicrogliByothersCuffdiff2FCover20","Ptpn6"
"PTPRB","EndotheByothersCuffdiff2FCover20","Ptprb"
"PTPRC","MicrogliByothersCuffdiff2FCover20","Ptprc"
"PTPRF","NeuronByothersCuffdiff2FCover20","Ptprf"
"PTPRK","NeuronByothersCuffdiff2FCover20","Ptprk"
"PTPRM","AstroByothersCuffdiff2FCover20","Ptprm"
"PTPRN","PreOligoByothersCuffdiff2FCover20","Ptprn"
"PTPRO","MicrogliByothersCuffdiff2FCover20","Ptpro"
"PTPRR","EndotheByothersCuffdiff2FCover20","Ptprr"
"PTPRS","NeuronByothersCuffdiff2FCover20","Ptprs"
"PTPRU","NeuronByothersCuffdiff2FCover20","Ptpru"
"PTPRZ1","AstroByothersCuffdiff2FCover20","Ptprz1"
"PTTG1","AstroByothersCuffdiff2FCover20","Pttg1"
"PTTG2","AstroByothersCuffdiff2FCover20","Pttg1"
"PTTG1IP","MyeOligoByothersCuffdiff2FCover20","Pttg1ip"
"PTX3","AstroByothersCuffdiff2FCover20","Ptx3"
"PUM2","NewOligoByothersCuffdiff2FCover20","Pum2"
"PVALB","MyeOligoByothersCuffdiff2FCover20","Pvalb"
"PXDN","AstroByothersCuffdiff2FCover20","Pxdn"
"PYCARD","MicrogliByothersCuffdiff2FCover20","Pycard"
"PYCR1","NewOligoByothersCuffdiff2FCover20","Pycr1"
"PYGB","AstroByothersCuffdiff2FCover20","Pygb"
"QDPR","NewOligoByothersCuffdiff2FCover20","Qdpr"
"QPRT","MicrogliByothersCuffdiff2FCover20","Qprt"
"R3HDM2","AstroByothersCuffdiff2FCover20","R3hdm2"
"R3HDM4","MicrogliByothersCuffdiff2FCover20","R3hdm4"
"RAB11FIP1","EndotheByothersCuffdiff2FCover20","Rab11fip1"
"RAB17","MicrogliByothersCuffdiff2FCover20","Rab17"
"RAB20","MicrogliByothersCuffdiff2FCover20","Rab20"
"RAB25","MicrogliByothersCuffdiff2FCover20","Rab25"
"RAB27A","MicrogliByothersCuffdiff2FCover20","Rab27a"
"RAB37","MyeOligoByothersCuffdiff2FCover20","Rab37"
"RAB3IL1","MicrogliByothersCuffdiff2FCover20","Rab3il1"
"RAB4B-EGLN2","AstroByothersCuffdiff2FCover20","Rab4b"
"RAB4B","AstroByothersCuffdiff2FCover20","Rab4b"
"RAB7A","AstroByothersCuffdiff2FCover20","Rab7"
"RABEP1","PreOligoByothersCuffdiff2FCover20","Rabep1"
"RABGGTB","AstroByothersCuffdiff2FCover20","Rabggtb"
"RAC2","MicrogliByothersCuffdiff2FCover20","Rac2"
"RAD51AP1","EndotheByothersCuffdiff2FCover20","Rad51ap1"
"RAD52","EndotheByothersCuffdiff2FCover20","Rad52"
"RADIL","NeuronByothersCuffdiff2FCover20","Radil"
"RAI14","EndotheByothersCuffdiff2FCover20","Rai14"
"RALGAPA1","NeuronByothersCuffdiff2FCover20","Ralgapa1"
"RALYL","NeuronByothersCuffdiff2FCover20","Ralyl"
"RAMP2","EndotheByothersCuffdiff2FCover20","Ramp2"
"RAMP3","MicrogliByothersCuffdiff2FCover20","Ramp3"
"RANBP3L","AstroByothersCuffdiff2FCover20","Ranbp3l"
"RAPGEF3","AstroByothersCuffdiff2FCover20","Rapgef3"
"RAPGEF4","MyeOligoByothersCuffdiff2FCover20","Rapgef4"
"RAPGEF6","NeuronByothersCuffdiff2FCover20","Rapgef6"
"RAPSN","MicrogliByothersCuffdiff2FCover20","Rapsn"
"RARS","AstroByothersCuffdiff2FCover20","Rars"
"RASA2","AstroByothersCuffdiff2FCover20","Rasa2"
"RASA4B","MicrogliByothersCuffdiff2FCover20","Rasa4"
"RASA4","MicrogliByothersCuffdiff2FCover20","Rasa4"
"RASAL3","MicrogliByothersCuffdiff2FCover20","Rasal3"
"RASD1","EndotheByothersCuffdiff2FCover20","Rasd1"
"RASGRP3","EndotheByothersCuffdiff2FCover20","Rasgrp3"
"RASIP1","EndotheByothersCuffdiff2FCover20","Rasip1"
"RASSF5","NeuronByothersCuffdiff2FCover20","Rassf5"
"RASSF6","NeuronByothersCuffdiff2FCover20","Rassf6"
"RASSF9","EndotheByothersCuffdiff2FCover20","Rassf9"
"RAVER2","AstroByothersCuffdiff2FCover20","Raver2"
"RB1CC1","NeuronByothersCuffdiff2FCover20","Rb1cc1"
"RBBP6","NeuronByothersCuffdiff2FCover20","Rbbp6"
"RBFOX3","NeuronByothersCuffdiff2FCover20","Rbfox3"
"RBM19","MicrogliByothersCuffdiff2FCover20","Rbm19"
"RBM24","NeuronByothersCuffdiff2FCover20","Rbm24"
"RBM3","EndotheByothersCuffdiff2FCover20","Rbm3"
"RBM38","MicrogliByothersCuffdiff2FCover20","Rbm38"
"RBM47","MicrogliByothersCuffdiff2FCover20","Rbm47"
"RBM5","EndotheByothersCuffdiff2FCover20","Rbm5"
"RBMS1","NeuronByothersCuffdiff2FCover20","Rbms1"
"RBMS3","NeuronByothersCuffdiff2FCover20","Rbms3"
"RBPMS","EndotheByothersCuffdiff2FCover20","Rbpms"
"RCAN1","MicrogliByothersCuffdiff2FCover20","Rcan1"
"RCAN2","NeuronByothersCuffdiff2FCover20","Rcan2"
"RCBTB2","MicrogliByothersCuffdiff2FCover20","Rcbtb2"
"RCSD1","MicrogliByothersCuffdiff2FCover20","Rcsd1"
"RD3","EndotheByothersCuffdiff2FCover20","Rd3"
"REC114","NeuronByothersCuffdiff2FCover20","Rec114"
"REC8","EndotheByothersCuffdiff2FCover20","Rec8"
"RELB","AstroByothersCuffdiff2FCover20","Relb"
"RELL2","NeuronByothersCuffdiff2FCover20","Rell2"
"RELN","NeuronByothersCuffdiff2FCover20","Reln"
"REM1","EndotheByothersCuffdiff2FCover20","Rem1"
"REM2","NeuronByothersCuffdiff2FCover20","Rem2"
"RENBP","MicrogliByothersCuffdiff2FCover20","Renbp"
"RESP18","NeuronByothersCuffdiff2FCover20","Resp18"
"RETNLB","MicrogliByothersCuffdiff2FCover20","Retnlg"
"RFLNB","EndotheByothersCuffdiff2FCover20","Rflnb"
"RFTN1","MyeOligoByothersCuffdiff2FCover20","Rftn1"
"RFX4","AstroByothersCuffdiff2FCover20","Rfx4"
"RGS1","MicrogliByothersCuffdiff2FCover20","Rgs1"
"RGS10","MicrogliByothersCuffdiff2FCover20","Rgs10"
"RGS11","NeuronByothersCuffdiff2FCover20","Rgs11"
"RGS12","NeuronByothersCuffdiff2FCover20","Rgs12"
"RGS14","MicrogliByothersCuffdiff2FCover20","Rgs14"
"RGS19","MicrogliByothersCuffdiff2FCover20","Rgs19"
"RGS20","AstroByothersCuffdiff2FCover20","Rgs20"
"RGS3","MyeOligoByothersCuffdiff2FCover20","Rgs3"
"RGS5","EndotheByothersCuffdiff2FCover20","Rgs5"
"RGS7","AstroByothersCuffdiff2FCover20","Rgs7"
"RGS8","NeuronByothersCuffdiff2FCover20","Rgs8"
"RHBDD3","MicrogliByothersCuffdiff2FCover20","Rhbdd3"
"RHBDF2","MicrogliByothersCuffdiff2FCover20","Rhbdf2"
"RHOBTB1","MicrogliByothersCuffdiff2FCover20","Rhobtb1"
